Mod:Item:MetaData, Localized Name
extrautils2:soundmuffler, 消音器
extrautils2:enderlilly, 末影百合种子
extrautils2:decorativesolidwood:0, 魔法木板
extrautils2:decorativesolidwood:1, 魔法木头
extrautils2:decorativesolidwood:2, 錾制木头
extrautils2:trashcan, 垃圾桶
extrautils2:trashcanfluid, 垃圾桶（流体）
extrautils2:trashcanenergy, 垃圾桶（能量）
extrautils2:angelblock, 天使方块
extrautils2:passivegenerator:0, 太阳能面板
extrautils2:passivegenerator:1, 月光面板
extrautils2:passivegenerator:2, 岩浆发电机
extrautils2:passivegenerator:3, 水力发电机
extrautils2:passivegenerator:4, 风力发电机
extrautils2:passivegenerator:5, 火力发电机
extrautils2:passivegenerator:6, 创造模式发电机
extrautils2:passivegenerator:7, 手动发电机
extrautils2:passivegenerator:8, 龙蛋发电机
extrautils2:supermobspawner, 重构的刷怪箱
extrautils2:cursedearth, 诅咒之土
extrautils2:redstoneclock, 红石钟
extrautils2:compressedcobblestone:0, 压缩圆石
extrautils2:compressedcobblestone:1, 二重压缩圆石
extrautils2:compressedcobblestone:2, 三重压缩圆石
extrautils2:compressedcobblestone:3, 四重压缩圆石
extrautils2:compressedcobblestone:4, 五重压缩圆石
extrautils2:compressedcobblestone:5, 六重压缩圆石
extrautils2:compressedcobblestone:6, 七重压缩圆石
extrautils2:compressedcobblestone:7, 八重压缩圆石
extrautils2:compresseddirt:0, 压缩泥土
extrautils2:compresseddirt:1, 二重压缩泥土
extrautils2:compresseddirt:2, 三重压缩泥土
extrautils2:compresseddirt:3, 四重压缩泥土
extrautils2:compressedsand:0, 压缩沙子
extrautils2:compressedsand:1, 二重压缩沙子
extrautils2:compressedgravel:0, 压缩沙砾
extrautils2:compressedgravel:1, 二重压缩沙砾
extrautils2:compressednetherrack:0, 压缩地狱岩
extrautils2:compressednetherrack:1, 二重压缩地狱岩
extrautils2:compressednetherrack:2, 三重压缩地狱岩
extrautils2:compressednetherrack:3, 四重压缩地狱岩
extrautils2:compressednetherrack:4, 五重压缩地狱岩
extrautils2:compressednetherrack:5, 六重压缩地狱岩
extrautils2:glasscutter, 玻璃切割刀
extrautils2:endershard, 末影碎片
extrautils2:redorchid, 红兰花
extrautils2:sickle_wood, 木镰刀
extrautils2:sickle_stone, 石镰刀
extrautils2:sickle_iron, 铁镰刀
extrautils2:sickle_gold, 金镰刀
extrautils2:sickle_diamond, 钻石镰刀
extrautils2:poweroverload, 能量过载器
extrautils2:resonator, 共振仪
extrautils2:suncrystal, 太阳晶体
extrautils2:spotlight, 聚光灯
extrautils2:screen, 屏幕
extrautils2:decorativesolid:0, 镶边石头
extrautils2:decorativesolid:1, 交错石头
extrautils2:decorativesolid:2, 磨制石头
extrautils2:decorativesolid:3, 烧制石头
extrautils2:decorativesolid:4, 沙化玻璃
extrautils2:decorativesolid:5, 錾制石头
extrautils2:decorativesolid:6, 蓝色石英
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, 共振红石水晶
extrautils2:ingredients:1, 红石齿轮
extrautils2:ingredients:2, 红石之眼
extrautils2:ingredients:3, 月球之尘
extrautils2:ingredients:4, 红煤
extrautils2:ingredients:5, 月之石
extrautils2:ingredients:6, 速度升级
extrautils2:ingredients:7, 堆叠升级
extrautils2:ingredients:8, 挖掘升级
extrautils2:ingredients:9, 基础升级
extrautils2:ingredients:10, 邪恶点滴
extrautils2:ingredients:11, 恶魔锭
extrautils2:ingredients:12, 附魔锭
extrautils2:ingredients:13, 无线RF加热线圈
extrautils2:ingredients:14, 蓝色染料
extrautils2:ingredients:15, 速度升级（魔法）
extrautils2:ingredients:16, 速度升级（极限）
extrautils2:ingredients:17, 恶魔灌注铁锭
extrautils2:goldenlasso:0, 黄金套索
extrautils2:goldenlasso:1, 诅咒套索
extrautils2:chickenring:0, 鸡翅膀指环
extrautils2:chickenring:1, 飞行鱿鱼指环
extrautils2:powermanager, 能量管理器
extrautils2:bagofholding, 手袋
extrautils2:decorativeglass:0, 增厚玻璃
extrautils2:decorativeglass:1, 增厚玻璃（镶边）
extrautils2:decorativeglass:2, 增厚玻璃（印花）
extrautils2:decorativeglass:3, 暗色玻璃
extrautils2:decorativeglass:4, 荧石玻璃
extrautils2:decorativeglass:5, 红石玻璃
extrautils2:ineffableglass:0, 空灵玻璃
extrautils2:ineffableglass:1, 反转空灵玻璃
extrautils2:ineffableglass:2, 奇妙玻璃
extrautils2:ineffableglass:3, 深色奇妙玻璃
extrautils2:pipe, 传输管道
extrautils2:playerchest, 玩家箱子
extrautils2:wrench, 扳手
extrautils2:boomerang, 魔法回旋镖
extrautils2:book, 实用设备手册
extrautils2:contract, 契约
extrautils2:chunkloader, 区块加载之杖
extrautils2:filter, 过滤器
extrautils2:filterfluids, 流体过滤
extrautils2:grocket:0, 传输节点（物品）
extrautils2:grocket:1, 过滤节点
extrautils2:grocket:2, 传输节点（流体）
extrautils2:grocket:3, 抽取节点（物品）
extrautils2:grocket:4, 抽取节点（流体）
extrautils2:grocket:5, 传输导管过滤器
extrautils2:grocket:6, 传输节点（能源）
extrautils2:indexer, 检索器
extrautils2:indexerremote, 检索遥控器
extrautils2:crafter, 合成器
extrautils2:scanner, 扫描仪
extrautils2:miner, 挖掘器
extrautils2:user, 使用者
extrautils2:klein:0, 克莱因瓶
extrautils2:drum:0, 石桶
extrautils2:drum:1, 铁桶
extrautils2:drum:2, 强化桶
extrautils2:drum:3, 恶魔桶
extrautils2:drum:4, 创造桶
extrautils2:teleporter:0, 主世界之门
extrautils2:teleporter:1, 漆黑之门
extrautils2:powertransmitter, 无线RF传输器
extrautils2:powerbattery, 无线RF电池
extrautils2:quarryproxy, 量子采石场具现设备
extrautils2:quarry, 量子采石场
extrautils2:spike_wood, 木锥刺方块
extrautils2:spike_stone, 石锥刺方块
extrautils2:spike_iron, 铁锥刺方块
extrautils2:spike_gold, 金锥刺方块
extrautils2:spike_diamond, 钻石锥刺方块
extrautils2:spike_creative, 创造锥刺方块
extrautils2:redstonelantern, 红石灯笼
extrautils2:largishchest, 稍大的箱子
extrautils2:minichest, 迷你箱子
extrautils2:magicapple, 魔法苹果
extrautils2:simpledecorative:0, 附魔金属块
extrautils2:simpledecorative:1, 恶魔金属块
extrautils2:simpledecorative:2, 恶魔灌注金属块
extrautils2:creativechest, 创造模式箱子
extrautils2:creativeenergy, 创造模式能量源
extrautils2:creativeharvest, 创造模式收割者
extrautils2:trowel, 瓦刀
extrautils2:terraformer:0, 地形转化仪
extrautils2:terraformer:1, 天线
extrautils2:terraformer:2, 加湿器
extrautils2:terraformer:3, 除湿器
extrautils2:terraformer:4, 加热器
extrautils2:terraformer:5, 制冷器
extrautils2:terraformer:6, 除怪器
extrautils2:terraformer:7, 魔法吸收器
extrautils2:terraformer:8, 魔法灌注器
extrautils2:terraformer:9, 基本气象单元
extrautils2:trashchest, 垃圾回收箱
extrautils2:opinium:0, Opinium核心（没价值的）
extrautils2:opinium:1, Opinium核心（普通的）
extrautils2:opinium:2, Opinium核心（尚可的）
extrautils2:opinium:3, Opinium核心（比较好的）
extrautils2:opinium:4, Opinium核心（上好的）
extrautils2:opinium:5, Opinium核心（非常棒的）
extrautils2:opinium:6, Opinium核心（让人诧异的）
extrautils2:opinium:7, Opinium核心（激动人心的）
extrautils2:opinium:8, Opinium核心（简直完美的）
extrautils2:lawsword, 鬼哭
extrautils2:flattransfernode:0, 平面传输节点（物品）
extrautils2:flattransfernode:1, 平面传输节点（流体）
extrautils2:analogcrafter, 模拟合成台
extrautils2:decorativebedrock:0, 基岩砖
extrautils2:decorativebedrock:1, 基岩台阶
extrautils2:decorativebedrock:2, 基岩原石
extrautils2:compoundbow, 复合弓
extrautils2:fireaxe, 消防斧
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:ironwood_leaves:0, 铁-杜松树叶
extrautils2:ironwood_leaves:1, 烧焦的铁-杜松树叶
extrautils2:ironwood_log:0, 铁-杜松原木
extrautils2:ironwood_log:1, 铁-杜松原木
extrautils2:ironwood_sapling:0, 铁-杜松树苗
extrautils2:ironwood_sapling:1, 死亡的铁-杜松树苗
extrautils2:ironwood_planks:0, 铁-杜松木板
extrautils2:ironwood_planks:1, 原铁-杜松木板
ic2:te:1, 工业TNT
ic2:te:2, 核弹
ic2:te:3, 火力发电机
ic2:te:4, 地热发电机
ic2:te:5, 动能发电机
ic2:te:6, 放射性同位素温差发电机
ic2:te:7, 半流质发电机
ic2:te:8, 太阳能发电机
ic2:te:9, 斯特林发电机
ic2:te:10, 水力发电机
ic2:te:11, 风力发电机
ic2:te:12, 电力加热机
ic2:te:13, 流体加热机
ic2:te:14, 放射性同位素温差加热机
ic2:te:15, 固体加热机
ic2:te:16, 电力动能发生机
ic2:te:17, 手摇动能发生机
ic2:te:18, 蒸汽动能发生机
ic2:te:19, 斯特林动能发生器
ic2:te:20, 水力动能发生机
ic2:te:21, 风力动能发生机
ic2:te:22, 核反应堆
ic2:te:23, 反应堆访问接口
ic2:te:24, 核反应仓
ic2:te:25, 反应堆流体接口
ic2:te:26, 反应堆红石接口
ic2:te:27, 冷凝机
ic2:te:28, 流体装罐机
ic2:te:29, 流体分配机
ic2:te:30, 流体流量调节机
ic2:te:31, 流体热交换机
ic2:te:32, 泵
ic2:te:33, 太阳能蒸馏机
ic2:te:34, 蒸汽机
ic2:te:35, 物品缓冲机
ic2:te:36, 日光灯
ic2:te:37, 磁化机
ic2:te:38, 电动分拣机
ic2:te:39, 传送机
ic2:te:40, 地形转换机 
ic2:te:41, 特斯拉线圈
ic2:te:42, 流体/固体装罐机
ic2:te:43, 压缩机
ic2:te:44, 电炉
ic2:te:45, 提取机
ic2:te:46, 铁炉
ic2:te:47, 打粉机
ic2:te:48, 回收机
ic2:te:49, 固体装罐机
ic2:te:50, 高炉
ic2:te:51, 方块切割机
ic2:te:52, 热能离心机
ic2:te:53, 发酵机
ic2:te:54, 感应炉
ic2:te:55, 金属成型机
ic2:te:56, 洗矿机
ic2:te:57, 高级采矿机
ic2:te:58, 作物收割机
ic2:te:59, 作物监管机
ic2:te:60, 采矿机
ic2:te:92, 物质生成机
ic2:te:93, UU组装台
ic2:te:61, 物质生成机
ic2:te:62, 模式存储机
ic2:te:63, 复制机
ic2:te:64, 模式扫描机
ic2:te:65, 能源交易机
ic2:te:66, 保险箱
ic2:te:67, 贸易箱
ic2:te:94, Trading Terminal
ic2:te:68, 充电座 (BatBox)
ic2:te:68, 充电座 (BatBox)
ic2:te:69, 充电座 (CESU)
ic2:te:69, 充电座 (CESU)
ic2:te:70, 充电座 (MFE)
ic2:te:70, 充电座 (MFE)
ic2:te:71, 充电座 (MFSU)
ic2:te:71, 充电座 (MFSU)
ic2:te:72, 储电箱
ic2:te:72, 储电箱
ic2:te:73, CESU储电箱
ic2:te:73, CESU储电箱
ic2:te:74, MFE储电箱
ic2:te:74, MFE储电箱
ic2:te:75, MFSU储电箱
ic2:te:75, MFSU储电箱
ic2:te:76, 电解机
ic2:te:77, 低压变压器
ic2:te:78, 中压变压器
ic2:te:79, 高压变压器
ic2:te:80, 超高压变压器
ic2:te:81, 流体储存器
ic2:te:82, 区块加载器
ic2:te:83, 致密物品缓冲机
ic2:te:86, 创造模式发电器
ic2:te:87, 蒸汽 Re-Pressurizer
ic2:te:90, 高级流体分配机
ic2:te:91, 高级物品分配机
ic2:te:84, 反应堆冷却液注入器(RSH)
ic2:te:85, 反应堆冷却液注入器(LZH)
ic2:te:88, 工业工作台
ic2:te:89, 批量工作台
ic2:te:100, 焦炭窑
ic2:te:101, 焦炉窑口
ic2:te:102, 焦炉炉篦
ic2:te:111, 木质储物箱
ic2:te:112, 铁质储物箱
ic2:te:113, 青铜储物箱
ic2:te:114, 钢制储物箱
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
advanced_solar_panels:machines:0, 分子重组仪
advanced_solar_panels:machines:1, 量子发电机
advanced_solar_panels:machines:2, 高级太阳能发电机
advanced_solar_panels:machines:3, 混合太阳能发电机
advanced_solar_panels:machines:4, 终极混合太阳能发电机
advanced_solar_panels:machines:5, 量子太阳能发电机
ic2:resource:0, 玄武石
ic2:resource:1, 铜矿石
ic2:resource:2, 铅矿石
ic2:resource:3, 锡矿石
ic2:resource:4, 铀矿石
ic2:resource:5, 青铜块
ic2:resource:6, 铜块
ic2:resource:7, 铅块
ic2:resource:8, 钢块
ic2:resource:9, 锡块
ic2:resource:10, 铀块
ic2:resource:11, 防爆石
ic2:resource:12, 基础机械外壳
ic2:resource:13, 高级机械外壳
ic2:resource:14, 核反应堆压力容器
ic2:resource:15, 银块
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, 脚手架
ic2:scaffold:1, 强化脚手架
ic2:scaffold:2, 铁质脚手架
ic2:scaffold:3, 强化铁质脚手架
ic2:fence:0, 铁栅栏
ic2:sheet:0, 树脂垫
ic2:sheet:1, 橡胶垫
ic2:sheet:2, 羊毛垫
ic2:glass:0, 防爆玻璃
ic2:foam:0, 建筑泡沫
ic2:foam:1, 强化建筑泡沫
ic2:wall:0, 建筑泡沫墙(黑色)
ic2:wall:1, 建筑泡沫墙(蓝色)
ic2:wall:2, 建筑泡沫墙(棕色)
ic2:wall:3, 建筑泡沫墙(青色)
ic2:wall:4, 建筑泡沫墙(灰色)
ic2:wall:5, 建筑泡沫墙(绿色)
ic2:wall:6, 建筑泡沫墙(浅蓝色)
ic2:wall:7, 建筑泡沫墙(浅灰色)
ic2:wall:8, 建筑泡沫墙(柠檬色)
ic2:wall:9, 建筑泡沫墙(品红色)
ic2:wall:10, 建筑泡沫墙(橙色)
ic2:wall:11, 建筑泡沫墙(粉色)
ic2:wall:12, 建筑泡沫墙(紫色)
ic2:wall:13, 建筑泡沫墙(红色)
ic2:wall:14, 建筑泡沫墙(白色)
ic2:wall:15, 建筑泡沫墙(黄色)
ic2:mining_pipe:0, 采矿管道
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:milk, ic2.milk.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, 损坏的橡皮艇
ic2:boat:1, 橡皮艇
ic2:boat:2, 碳纤维轻艇
ic2:boat:3, 电动艇
ic2:barrel, ic2.barrel.name
ic2:mug:0, 石杯
ic2:mug:1, 冷咖啡
ic2:mug:2, 黑咖啡
ic2:mug:3, 咖啡
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, 粉碎铜矿石
ic2:crushed:1, 粉碎金矿石
ic2:crushed:2, 粉碎铁矿石
ic2:crushed:3, 粉碎铅矿石
ic2:crushed:4, 粉碎银矿石
ic2:crushed:5, 粉碎锡矿石
ic2:crushed:6, 粉碎铀矿石
ic2:purified:0, 纯净的粉碎铜矿石
ic2:purified:1, 纯净的粉碎金矿石
ic2:purified:2, 纯净的粉碎铁矿石
ic2:purified:3, 纯净的粉碎铅矿石
ic2:purified:4, 纯净的粉碎银矿石
ic2:purified:5, 纯净的粉碎锡矿石
ic2:purified:6, 纯净的粉碎铀矿石
ic2:dust:0, 青铜粉
ic2:dust:1, 粘土粉
ic2:dust:2, 煤粉
ic2:dust:3, 湿煤粉
ic2:dust:4, 铜粉
ic2:dust:5, 钻石粉
ic2:dust:6, 能量水晶粉
ic2:dust:7, 金粉
ic2:dust:8, 铁粉
ic2:dust:9, 青金石粉
ic2:dust:10, 铅粉
ic2:dust:11, 锂粉
ic2:dust:12, 黑曜石粉
ic2:dust:13, 二氧化硅粉
ic2:dust:14, 银粉
ic2:dust:15, 石粉
ic2:dust:16, 硫粉
ic2:dust:17, 锡粉
ic2:dust:18, 小撮青铜粉
ic2:dust:19, 小撮铜粉
ic2:dust:20, 小撮金粉
ic2:dust:21, 小撮铁粉
ic2:dust:22, 小撮青金石粉
ic2:dust:23, 小撮铅粉
ic2:dust:24, 小撮锂粉
ic2:dust:25, 小撮黑曜石粉
ic2:dust:26, 小撮银粉
ic2:dust:27, 小撮硫粉
ic2:dust:28, 小撮锡粉
ic2:dust:29, 氢氧化锡粉
ic2:dust:30, Netherrack Dust
ic2:dust:31, Ender Pearl Dust
ic2:dust:32, Ender Eye Dust
ic2:dust:33, Milk Powder
ic2:dust:34, Emerald Dust
ic2:dust:35, Tiny Pile of Emerald Dust
ic2:dust:36, Tiny Pile of Diamond Dust
ic2:ingot:0, 合金锭
ic2:ingot:1, 青铜锭
ic2:ingot:2, 铜锭
ic2:ingot:3, 铅锭
ic2:ingot:4, 银锭
ic2:ingot:5, 钢锭
ic2:ingot:6, 锡锭
ic2:plate:0, 青铜板
ic2:plate:1, 铜板
ic2:plate:2, 金板
ic2:plate:3, 铁板
ic2:plate:4, 青金石板
ic2:plate:5, 铅板
ic2:plate:6, 黑曜石板
ic2:plate:7, 钢板
ic2:plate:8, 锡板
ic2:plate:9, 致密青铜板
ic2:plate:10, 致密铜板
ic2:plate:11, 致密金板
ic2:plate:12, 致密铁板
ic2:plate:13, 致密青金石板
ic2:plate:14, 致密铅板
ic2:plate:15, 致密黑曜石板
ic2:plate:16, 致密钢板
ic2:plate:17, 致密锡板
ic2:casing:0, 青铜外壳
ic2:casing:1, 铜质外壳
ic2:casing:2, 黄金外壳
ic2:casing:3, 铁质外壳
ic2:casing:4, 铅质外壳
ic2:casing:5, 钢质外壳
ic2:casing:6, 锡质外壳
ic2:nuclear:0, 浓缩铀核燃料
ic2:nuclear:1, 铀-235
ic2:nuclear:2, 铀-238
ic2:nuclear:3, 钚
ic2:nuclear:4, 钚铀混合氧化物核燃料(MOX)
ic2:nuclear:5, 小撮铀-235
ic2:nuclear:6, 小撮铀-238
ic2:nuclear:7, 小撮钚
ic2:nuclear:8, 浓缩铀核燃料靶丸
ic2:nuclear:9, 钚铀混合氧化物核燃料靶丸(MOX)
ic2:nuclear:10, 放射性同位素燃料靶丸
ic2:nuclear:11, 燃料棒(枯竭铀)
ic2:nuclear:12, 双联燃料棒(枯竭铀)
ic2:nuclear:13, 四联燃料棒(枯竭铀)
ic2:nuclear:14, 燃料棒 (枯竭MOX)
ic2:nuclear:15, 双联燃料棒(枯竭MOX)
ic2:nuclear:16, 四联燃料棒(枯竭MOX)
ic2:misc_resource:0, 灰烬
ic2:misc_resource:1, 铱矿石
ic2:misc_resource:2, 铱碎片
ic2:misc_resource:3, UU物质
ic2:misc_resource:4, 粘性树脂
ic2:misc_resource:5, 渣渣
ic2:misc_resource:6, 碘
ic2:misc_resource:7, 水
ic2:misc_resource:8, 熔岩
ic2:crafting:0, 橡胶
ic2:crafting:1, 电路板
ic2:crafting:2, 高级电路板
ic2:crafting:3, 高级合金
ic2:crafting:4, 强化铱板
ic2:crafting:5, 线圈
ic2:crafting:6, 电动马达
ic2:crafting:7, 热传导器
ic2:crafting:8, 铜锅炉
ic2:crafting:9, 燃料棒(空)
ic2:crafting:10, 锡罐(空)
ic2:crafting:11, 小型驱动把手
ic2:crafting:12, 驱动把手
ic2:crafting:13, 粗制碳网
